Te_K,Tc_K,superheat_K,subcool_K,h1,h2s,h2,h3,Qe,Wc,COP,P1,P3
273.15,316.9,7.5,7.5,402913.5542,425332.0483,432804.8797,250845.7474,152067.8068,29891.32552,5.08735575,381076.6891,1122755.083
273.15,316.9,7.5,10,402913.5542,425332.0483,432804.8797,247174.9421,155738.6121,29891.32552,5.210160787,381076.6891,1122755.083
273.15,316.9,10,0,404318.1182,424965.4238,431847.859,262046.4246,142271.6936,27529.74075,5.167927112,414607.4674,1122755.083
273.15,316.9,10,2.5,404318.1182,424965.4238,431847.859,258279.8236,146038.2946,27529.74075,5.304746453,414607.4674,1122755.083
273.15,316.9,10,5,404318.1182,424965.4238,431847.859,254546.8455,149771.2727,27529.74075,5.440344464,414607.4674,1122755.083
273.15,316.9,10,7.5,404318.1182,424965.4238,431847.859,250845.7474,153472.3708,27529.74075,5.574784455,414607.4674,1122755.083
273.15,316.9,10,10,404318.1182,424965.4238,431847.859,247174.9421,157143.1761,27529.74075,5.708124081,414607.4674,1122755.083
273.15,317.3166667,0,0,398603.4536,426789.6075,436184.9921,262677.5924,135925.8612,37581.53846,3.616825356,292803.1823,1135044.006
273.15,317.3166667,0,2.5,398603.4536,426789.6075,436184.9921,258905.206,139698.2476,37581.53846,3.717204068,292803.1823,1135044.006
273.15,317.3166667,0,5,398603.4536,426789.6075,436184.9921,255166.7496,143436.704,37581.53846,3.816679941,292803.1823,1135044.006
273.15,317.3166667,0,7.5,398603.4536,426789.6075,436184.9921,251460.4524,147143.0012,37581.53846,3.915300099,292803.1823,1135044.006
273.15,317.3166667,0,10,398603.4536,426789.6075,436184.9921,247784.7025,150818.7512,37581.53846,4.013107428,292803.1823,1135044.006
273.15,317.3166667,2.5,0,400055.2854,426355.2271,435121.8743,262677.5924,137377.693,35066.58892,3.917623505,320263.4909,1135044.006
273.15,317.3166667,2.5,2.5,400055.2854,426355.2271,435121.8743,258905.206,141150.0794,35066.58892,4.025201303,320263.4909,1135044.006
273.15,317.3166667,2.5,5,400055.2854,426355.2271,435121.8743,255166.7496,144888.5358,35066.58892,4.131811512,320263.4909,1135044.006
273.15,317.3166667,2.5,7.5,400055.2854,426355.2271,435121.8743,251460.4524,148594.833,35066.58892,4.237504634,320263.4909,1135044.006
273.15,317.3166667,2.5,10,400055.2854,426355.2271,435121.8743,247784.7025,152270.5829,35066.58892,4.342326631,320263.4909,1135044.006
273.15,317.3166667,5,0,401492.2905,425945.2655,434096.2571,262677.5924,138814.6981,32603.96667,4.25760152,349658.6079,1135044.006
273.15,317.3166667,5,2.5,401492.2905,425945.2655,434096.2571,258905.206,142587.0845,32603.96667,4.373304817,349658.6079,1135044.006
273.15,317.3166667,5,5,401492.2905,425945.2655,434096.2571,255166.7496,146325.5408,32603.96667,4.48796744,349658.6079,1135044.006
273.15,317.3166667,5,7.5,401492.2905,425945.2655,434096.2571,251460.4524,150031.8381,32603.96667,4.601643708,349658.6079,1135044.006
273.15,317.3166667,5,10,401492.2905,425945.2655,434096.2571,247784.7025,153707.588,32603.96667,4.714383055,349658.6079,1135044.006
273.15,317.3166667,7.5,0,402913.5542,425557.7047,433105.7549,262677.5924,140235.9618,30192.20073,4.644774426,381076.6891,1135044.006
273.15,317.3166667,7.5,2.5,402913.5542,425557.7047,433105.7549,258905.206,144008.3482,30192.20073,4.769720151,381076.6891,1135044.006
273.15,317.3166667,7.5,5,402913.5542,425557.7047,433105.7549,255166.7496,147746.8046,30192.20073,4.893542074,381076.6891,1135044.006
273.15,317.3166667,7.5,7.5,402913.5542,425557.7047,433105.7549,251460.4524,151453.1018,30192.20073,5.016298851,381076.6891,1135044.006
273.15,317.3166667,7.5,10,402913.5542,425557.7047,433105.7549,247784.7025,155128.8517,30192.20073,5.138043865,381076.6891,1135044.006
273.15,317.3166667,10,0,404318.1182,425190.5622,432148.0436,262677.5924,141640.5258,27829.92536,5.089504337,414607.4674,1135044.006
273.15,317.3166667,10,2.5,404318.1182,425190.5622,432148.0436,258905.206,145412.9122,27829.92536,5.225055776,414607.4674,1135044.006
273.15,317.3166667,10,5,404318.1182,425190.5622,432148.0436,255166.7496,149151.3686,27829.92536,5.35938802,414607.4674,1135044.006
273.15,317.3166667,10,7.5,404318.1182,425190.5622,432148.0436,251460.4524,152857.6658,27829.92536,5.492564707,414607.4674,1135044.006
273.15,317.3166667,10,10,404318.1182,425190.5622,432148.0436,247784.7025,156533.4157,27829.92536,5.62464375,414607.4674,1135044.006
273.15,317.7333333,0,0,398603.4536,427016.2939,436487.2407,263309.7565,135293.6971,37883.78708,3.571282269,292803.1823,1147433.542
273.15,317.7333333,0,2.5,398603.4536,427016.2939,436487.2407,259531.5304,139071.9232,37883.78708,3.671014276,292803.1823,1147433.542
273.15,317.7333333,0,5,398603.4536,427016.2939,436487.2407,255787.5467,142815.9069,37883.78708,3.769842403,292803.1823,1147433.542
273.15,317.7333333,0,7.5,398603.4536,427016.2939,436487.2407,252076.0055,146527.4481,37883.78708,3.867814159,292803.1823,1147433.542
273.15,317.7333333,0,10,398603.4536,427016.2939,436487.2407,248395.2702,150208.1834,37883.78708,3.964972749,292803.1823,1147433.542
273.15,317.7333333,2.5,0,400055.2854,426581.3047,435423.3111,263309.7565,136745.5289,35368.0257,3.866360255,320263.4909,1147433.542
273.15,317.7333333,2.5,2.5,400055.2854,426581.3047,435423.3111,259531.5304,140523.755,35368.0257,3.973186294,320263.4909,1147433.542
273.15,317.7333333,2.5,5,400055.2854,426581.3047,435423.3111,255787.5467,144267.7387,35368.0257,4.079044161,320263.4909,1147433.542
273.15,317.7333333,2.5,7.5,400055.2854,426581.3047,435423.3111,252076.0055,147979.2799,35368.0257,4.183984741,320263.4909,1147433.542
273.15,317.7333333,2.5,10,400055.2854,426581.3047,435423.3111,248395.2702,151660.0152,35368.0257,4.288054314,320263.4909,1147433.542
273.15,317.7333333,5,0,401492.2905,426170.7671,434396.926,263309.7565,138182.5339,32904.63549,4.199485327,349658.6079,1147433.542
273.15,317.7333333,5,2.5,401492.2905,426170.7671,434396.926,259531.5304,141960.76,32904.63549,4.314308848,349658.6079,1147433.542
273.15,317.7333333,5,5,401492.2905,426170.7671,434396.926,255787.5467,145704.7438,32904.63549,4.428091715,349658.6079,1147433.542
273.15,317.7333333,5,7.5,401492.2905,426170.7671,434396.926,252076.0055,149416.2849,32904.63549,4.540888623,349658.6079,1147433.542
273.15,317.7333333,5,10,401492.2905,426170.7671,434396.926,248395.2702,153097.0203,32904.63549,4.652749316,349658.6079,1147433.542
273.15,317.7333333,7.5,0,402913.5542,425782.6607,433405.6962,263309.7565,139603.7977,30492.14195,4.578353265,381076.6891,1147433.542
273.15,317.7333333,7.5,2.5,402913.5542,425782.6607,433405.6962,259531.5304,143382.0238,30492.14195,4.702261455,381076.6891,1147433.542
273.15,317.7333333,7.5,5,402913.5542,425782.6607,433405.6962,255787.5467,147126.0075,30492.14195,4.825046654,381076.6891,1147433.542
273.15,317.7333333,7.5,7.5,402913.5542,425782.6607,433405.6962,252076.0055,150837.5487,30492.14195,4.946767889,381076.6891,1147433.542
273.15,317.7333333,7.5,10,402913.5542,425782.6607,433405.6962,248395.2702,154518.284,30492.14195,5.067478836,381076.6891,1147433.542
273.15,317.7333333,10,0,404318.1182,425415.0001,432447.2941,263309.7565,141008.3617,28129.17589,5.012886344,414607.4674,1147433.542
273.15,317.7333333,10,2.5,404318.1182,425415.0001,432447.2941,259531.5304,144786.5878,28129.17589,5.147203329,414607.4674,1147433.542
273.15,317.7333333,10,5,404318.1182,425415.0001,432447.2941,255787.5467,148530.5715,28129.17589,5.280302989,414607.4674,1147433.542
273.15,317.7333333,10,7.5,404318.1182,425415.0001,432447.2941,252076.0055,152242.1127,28129.17589,5.412249305,414607.4674,1147433.542
273.15,317.7333333,10,10,404318.1182,425415.0001,432447.2941,248395.2702,155922.848,28129.17589,5.543100467,414607.4674,1147433.542
273.15,318.15,0,0,398603.4536,427242.2811,436788.557,263942.9265,134660.5271,38185.10335,3.526519906,292803.1823,1159924.238
273.15,318.15,0,2.5,398603.4536,427242.2811,436788.557,260158.8056,138444.648,38185.10335,3.625619308,292803.1823,1159924.238
273.15,318.15,0,5,398603.4536,427242.2811,436788.557,256409.2446,142194.2091,38185.10335,3.72381365,292803.1823,1159924.238
273.15,318.15,0,7.5,398603.4536,427242.2811,436788.557,252692.4141,145911.0395,38185.10335,3.821150834,292803.1823,1159924.238
273.15,318.15,0,10,398603.4536,427242.2811,436788.557,249006.6519,149596.8018,38185.10335,3.917674398,292803.1823,1159924.238
273.15,318.15,2.5,0,400055.2854,426806.6829,435723.8154,263942.9265,136112.3589,35668.53003,3.816034996,320263.4909,1159924.238
273.15,318.15,2.5,2.5,400055.2854,426806.6829,435723.8154,260158.8056,139896.4798,35668.53003,3.922126301,320263.4909,1159924.238
273.15,318.15,2.5,5,400055.2854,426806.6829,435723.8154,256409.2446,143646.0408,35668.53003,4.02724869,320263.4909,1159924.238
273.15,318.15,2.5,7.5,400055.2854,426806.6829,435723.8154,252692.4141,147362.8713,35668.53003,4.131453445,320263.4909,1159924.238
273.15,318.15,2.5,10,400055.2854,426806.6829,435723.8154,249006.6519,151048.6335,35668.53003,4.234787175,320263.4909,1159924.238
273.15,318.15,5,0,401492.2905,426395.5693,434696.6622,263942.9265,137549.3639,33204.37176,4.142507647,349658.6079,1159924.238
273.15,318.15,5,2.5,401492.2905,426395.5693,434696.6622,260158.8056,141333.4848,33204.37176,4.256472186,349658.6079,1159924.238
273.15,318.15,5,5,401492.2905,426395.5693,434696.6622,256409.2446,145083.0459,33204.37176,4.369395903,349658.6079,1159924.238
273.15,318.15,5,7.5,401492.2905,426395.5693,434696.6622,252692.4141,148799.8764,33204.37176,4.481333888,349658.6079,1159924.238
273.15,318.15,5,10,401492.2905,426395.5693,434696.6622,249006.6519,152485.6386,33204.37176,4.592336206,349658.6079,1159924.238
273.15,318.15,7.5,0,402913.5542,426006.9171,433704.7047,263942.9265,138970.6277,30791.15052,4.513330139,381076.6891,1159924.238
273.15,318.15,7.5,2.5,402913.5542,426006.9171,433704.7047,260158.8056,142754.7486,30791.15052,4.636226518,381076.6891,1159924.238
273.15,318.15,7.5,5,402913.5542,426006.9171,433704.7047,256409.2446,146504.3096,30791.15052,4.758000502,381076.6891,1159924.238
273.15,318.15,7.5,7.5,402913.5542,426006.9171,433704.7047,252692.4141,150221.1401,30791.15052,4.878711498,381076.6891,1159924.238
273.15,318.15,7.5,10,402913.5542,426006.9171,433704.7047,249006.6519,153906.9023,30791.15052,4.998413496,381076.6891,1159924.238
273.15,318.15,10,0,404318.1182,425638.7385,432745.6119,263942.9265,140375.1917,28427.49366,4.938008019,414607.4674,1159924.238
273.15,318.15,10,2.5,404318.1182,425638.7385,432745.6119,260158.8056,144159.3126,28427.49366,5.071122846,414607.4674,1159924.238
273.15,318.15,10,5,404318.1182,425638.7385,432745.6119,256409.2446,147908.8736,28427.49366,5.203021955,414607.4674,1159924.238
273.15,318.15,10,7.5,404318.1182,425638.7385,432745.6119,252692.4141,151625.7041,28427.49366,5.333769691,414607.4674,1159924.238
273.15,318.15,10,10,404318.1182,425638.7385,432745.6119,249006.6519,155311.4664,28427.49366,5.463424535,414607.4674,1159924.238
273.5666667,308.15,0,0,398846.4176,421551.6634,429120.0787,249006.6519,149839.7657,30273.66109,4.949509255,297249.2321,886980.9836
273.5666667,308.15,0,2.5,398846.4176,421551.6634,429120.0787,245350.4409,153495.9766,30273.66109,5.070281266,297249.2321,886980.9836
273.5666667,308.15,0,5,398846.4176,421551.6634,429120.0787,241722.3923,157124.0253,30273.66109,5.190123019,297249.2321,886980.9836
273.5666667,308.15,0,7.5,398846.4176,421551.6634,429120.0787,238121.2296,160725.188,30273.66109,5.309076675,297249.2321,886980.9836
273.5666667,308.15,0,10,398846.4176,421551.6634,429120.0787,234545.7767,164300.6409,30273.66109,5.427181088,297249.2321,886980.9836
273.5666667,308.15,2.5,0,400295.8401,421134.7665,428081.0753,249006.6519,151289.1882,27785.23522,5.444948982,325025.9542,886980.9836
273.5666667,308.15,2.5,2.5,400295.8401,421134.7665,428081.0753,245350.4409,154945.3991,27785.23522,5.576537247,325025.9542,886980.9836
273.5666667,308.15,2.5,5,400295.8401,421134.7665,428081.0753,241722.3923,158573.4478,27785.23522,5.707111943,325025.9542,886980.9836
273.5666667,308.15,2.5,7.5,400295.8401,421134.7665,428081.0753,238121.2296,162174.6104,27785.23522,5.836719004,325025.9542,886980.9836
273.5666667,308.15,2.5,10,400295.8401,421134.7665,428081.0753,234545.7767,165750.0634,27785.23522,5.965400763,325025.9542,886980.9836
273.5666667,308.5666667,0,0,398846.4176,421793.8823,429443.0372,249618.8541,149227.5635,30596.61965,4.877256547,297249.2321,897279.9879
273.5666667,308.5666667,0,2.5,398846.4176,421793.8823,429443.0372,245957.8177,152888.5999,30596.61965,4.996911478,297249.2321,897279.9879
273.5666667,308.5666667,0,5,398846.4176,421793.8823,429443.0372,242325.1668,156521.2508,30596.61965,5.115638674,297249.2321,897279.9879
273.5666667,308.5666667,0,7.5,398846.4176,421793.8823,429443.0372,238719.6074,160126.8102,30596.61965,5.233480431,297249.2321,897279.9879
273.5666667,308.5666667,0,10,398846.4176,421793.8823,429443.0372,235139.9473,163706.4703,30596.61965,5.350475712,297249.2321,897279.9879
273.5666667,308.5666667,2.5,0,400295.8401,421376.3814,428403.2285,249618.8541,150676.986,28107.38838,5.360760805,325025.9542,897279.9879
273.5666667,308.5666667,2.5,2.5,400295.8401,421376.3814,428403.2285,245957.8177,154338.0224,28107.38838,5.491012551,325025.9542,897279.9879
273.5666667,308.5666667,2.5,5,400295.8401,421376.3814,428403.2285,242325.1668,157970.6732,28107.38838,5.6202544,325025.9542,897279.9879
273.5666667,308.5666667,2.5,7.5,400295.8401,421376.3814,428403.2285,238719.6074,161576.2327,28107.38838,5.748532395,325025.9542,897279.9879
273.5666667,308.5666667,2.5,10,400295.8401,421376.3814,428403.2285,235139.9473,165155.8928,28107.38838,5.875888949,325025.9542,897279.9879
273.5666667,308.5666667,5,0,401730.2862,420982.2768,427399.607,249618.8541,152111.4321,25669.32074,5.925806672,354752.0672,897279.9879
273.5666667,308.9833333,0,0,398846.4176,422035.3803,429765.0345,250231.8837,148614.5339,30918.61695,4.806635891,297249.2321,907668.5584
273.5666667,308.9833333,0,2.5,398846.4176,422035.3803,429765.0345,246565.9826,152280.435,30918.61695,4.92520203,297249.2321,907668.5584
273.5666667,308.9833333,0,5,398846.4176,422035.3803,429765.0345,242928.6937,155917.7239,30918.61695,5.04284277,297249.2321,907668.5584
273.5666667,308.9833333,0,7.5,398846.4176,422035.3803,429765.0345,239318.7044,159527.7132,30918.61695,5.159600556,297249.2321,907668.5584
273.5666667,308.9833333,0,10,398846.4176,422035.3803,429765.0345,235734.8065,163111.6111,30918.61695,5.275514468,297249.2321,907668.5584
273.5666667,308.9833333,2.5,0,400295.8401,421617.2754,428724.4205,250231.8837,150063.9564,28428.58047,5.278629953,325025.9542,907668.5584
273.5666667,308.9833333,2.5,2.5,400295.8401,421617.2754,428724.4205,246565.9826,153729.8574,28428.58047,5.407581205,325025.9542,907668.5584
273.5666667,308.9833333,2.5,5,400295.8401,421617.2754,428724.4205,242928.6937,157367.1464,28428.58047,5.535526002,325025.9542,907668.5584
273.5666667,308.9833333,2.5,7.5,400295.8401,421617.2754,428724.4205,239318.7044,160977.1357,28428.58047,5.662510509,325025.9542,907668.5584
273.5666667,308.9833333,2.5,10,400295.8401,421617.2754,428724.4205,235734.8065,164561.0335,28428.58047,5.788577228,325025.9542,907668.5584
273.5666667,308.9833333,5,0,401730.2862,421222.5996,427720.0373,250231.8837,151498.4025,25989.75113,5.829159417,354752.0672,907668.5584
273.5666667,308.9833333,5,2.5,401730.2862,421222.5996,427720.0373,246565.9826,155164.3036,25989.75113,5.970211211,354752.0672,907668.5584
273.5666667,309.4,0,0,398846.4176,422276.1583,430086.0718,250845.7474,148000.6701,31239.65425,4.737589889,297249.2321,918147.203
273.5666667,309.4,0,2.5,398846.4176,422276.1583,430086.0718,247174.9421,151671.4755,31239.65425,4.855094562,297249.2321,918147.203
273.5666667,309.4,0,5,398846.4176,422276.1583,430086.0718,243532.9786,155313.439,31239.65425,4.97167599,297249.2321,918147.203
273.5666667,309.4,0,7.5,398846.4176,422276.1583,430086.0718,239918.526,158927.8916,31239.65425,5.087376779,297249.2321,918147.203
273.5666667,309.4,0,10,398846.4176,422276.1583,430086.0718,236330.3594,162516.0582,31239.65425,5.202236135,297249.2321,918147.203
273.5666667,309.4,2.5,0,400295.8401,421857.4496,429044.6528,250845.7474,149450.0926,28748.81274,5.198478768,325025.9542,918147.203
273.5666667,309.4,2.5,2.5,400295.8401,421857.4496,429044.6528,247174.9421,153120.898,28748.81274,5.326164227,325025.9542,918147.203
273.5666667,309.4,2.5,5,400295.8401,421857.4496,429044.6528,243532.9786,156762.8615,28748.81274,5.45284645,325025.9542,918147.203
273.5666667,309.4,2.5,7.5,400295.8401,421857.4496,429044.6528,239918.526,160377.3141,28748.81274,5.578571734,325025.9542,918147.203
273.5666667,309.4,2.5,10,400295.8401,421857.4496,429044.6528,236330.3594,163965.4807,28748.81274,5.703382682,325025.9542,918147.203
273.5666667,309.4,5,0,401730.2862,421462.2026,428039.5081,250845.7474,150884.5388,26309.22185,5.735043766,354752.0672,918147.203
273.5666667,309.4,5,2.5,401730.2862,421462.2026,428039.5081,247174.9421,154555.3441,26309.22185,5.87456919,354752.0672,918147.203
273.5666667,309.8166667,0,0,398846.4176,422516.2172,430406.1504,251460.4524,147385.9652,31559.73284,4.670063779,297249.2321,928716.4317
273.5666667,309.8166667,0,2.5,398846.4176,422516.2172,430406.1504,247784.7025,151061.7151,31559.73284,4.786533393,297249.2321,928716.4317
273.5666667,309.8166667,0,5,398846.4176,422516.2172,430406.1504,244138.0275,154708.3901,31559.73284,4.902081741,297249.2321,928716.4317
273.5666667,309.8166667,0,7.5,398846.4176,422516.2172,430406.1504,240519.0775,158327.3401,31559.73284,5.016751597,297249.2321,928716.4317
273.5666667,309.8166667,0,10,398846.4176,422516.2172,430406.1504,236926.6108,161919.8068,31559.73284,5.130582304,297249.2321,928716.4317
273.5666667,309.8166667,2.5,0,400295.8401,422096.9049,429363.9265,251460.4524,148835.3877,29068.08644,5.120233421,325025.9542,928716.4317
273.5666667,309.8166667,2.5,2.5,400295.8401,422096.9049,429363.9265,247784.7025,152511.1376,29068.08644,5.24668653,325025.9542,928716.4317
273.5666667,309.8166667,2.5,5,400295.8401,422096.9049,429363.9265,244138.0275,156157.8126,29068.08644,5.372139405,325025.9542,928716.4317
273.5666667,309.8166667,2.5,7.5,400295.8401,422096.9049,429363.9265,240519.0775,159776.7626,29068.08644,5.496638485,325025.9542,928716.4317
273.5666667,309.8166667,2.5,10,400295.8401,422096.9049,429363.9265,236926.6108,163369.2293,29068.08644,5.620226485,325025.9542,928716.4317
273.5666667,309.8166667,5,0,401730.2862,421701.0868,428358.0204,251460.4524,150269.8338,26627.73415,5.643357898,354752.0672,928716.4317
273.5666667,309.8166667,5,2.5,401730.2862,421701.0868,428358.0204,247784.7025,153945.5837,26627.73415,5.781400056,354752.0672,928716.4317
273.5666667,309.8166667,5,5,401730.2862,421701.0868,428358.0204,244138.0275,157592.2587,26627.73415,5.918350312,354752.0672,928716.4317
273.5666667,310.2333333,0,0,398846.4176,422755.5581,430725.2716,252076.0055,146770.412,31878.85398,4.60400528,297249.2321,939376.7559
273.5666667,310.2333333,0,2.5,398846.4176,422755.5581,430725.2716,248395.2702,150451.1474,31878.85398,4.71946537,297249.2321,939376.7559
273.5666667,310.2333333,0,5,398846.4176,422755.5581,430725.2716,244743.8463,154102.5713,31878.85398,4.834005998,297249.2321,939376.7559
273.5666667,310.2333333,0,7.5,398846.4176,422755.5581,430725.2716,241120.3644,157726.0532,31878.85398,4.947670117,297249.2321,939376.7559
273.5666667,310.2333333,0,10,398846.4176,422755.5581,430725.2716,237523.5658,161322.8518,31878.85398,5.060497215,297249.2321,939376.7559
273.5666667,310.2333333,2.5,0,400295.8401,422335.6422,429682.2429,252076.0055,148219.8345,29386.40285,5.043823679,325025.9542,939376.7559
273.5666667,310.2333333,2.5,2.5,400295.8401,422335.6422,429682.2429,248395.2702,151900.5699,29386.40285,5.169076687,325025.9542,939376.7559
273.5666667,310.2333333,2.5,5,400295.8401,422335.6422,429682.2429,244743.8463,155551.9938,29386.40285,5.293332247,325025.9542,939376.7559
273.5666667,310.2333333,2.5,7.5,400295.8401,422335.6422,429682.2429,241120.3644,159175.4757,29386.40285,5.416636957,325025.9542,939376.7559
273.5666667,310.2333333,2.5,10,400295.8401,422335.6422,429682.2429,237523.5658,162772.2742,29386.40285,5.539033651,325025.9542,939376.7559
273.5666667,310.2333333,5,0,401730.2862,421939.2532,428675.5755,252076.0055,149654.2807,26945.28929,5.554005343,354752.0672,939376.7559
273.5666667,310.2333333,5,2.5,401730.2862,421939.2532,428675.5755,248395.2702,153335.016,26945.28929,5.69060567,354752.0672,939376.7559
273.5666667,310.2333333,5,5,401730.2862,421939.2532,428675.5755,244743.8463,156986.44,26945.28929,5.826118186,354752.0672,939376.7559
273.5666667,310.2333333,5,7.5,401730.2862,421939.2532,428675.5755,241120.3644,160609.9218,26945.28929,5.960593709,354752.0672,939376.7559
273.5666667,310.65,0,0,398846.4176,422994.1818,431043.4365,252692.4141,146154.0035,32197.01895,4.539364458,297249.2321,950128.6888
273.5666667,310.65,0,2.5,398846.4176,422994.1818,431043.4365,249006.6519,149839.7657,32197.01895,4.653839722,297249.2321,950128.6888
273.5666667,310.65,0,5,398846.4176,422994.1818,431043.4365,245350.4409,153495.9766,32197.01895,4.767397158,297249.2321,950128.6888
273.5666667,310.65,0,7.5,398846.4176,422994.1818,431043.4365,241722.3923,157124.0253,32197.01895,4.880079908,297249.2321,950128.6888
273.5666667,310.65,0,10,398846.4176,422994.1818,431043.4365,238121.2296,160725.188,32197.01895,4.991927612,297249.2321,950128.6888
273.5666667,310.65,2.5,0,400295.8401,422573.6625,429999.6033,252692.4141,147603.426,29703.76322,4.969182688,325025.9542,950128.6888
273.5666667,310.65,2.5,2.5,400295.8401,422573.6625,429999.6033,249006.6519,151289.1882,29703.76322,5.093266705,325025.9542,950128.6888
273.5666667,310.65,2.5,5,400295.8401,422573.6625,429999.6033,245350.4409,154945.3991,29703.76322,5.216355853,325025.9542,950128.6888
273.5666667,310.65,2.5,7.5,400295.8401,422573.6625,429999.6033,241722.3923,158573.4478,29703.76322,5.338496896,325025.9542,950128.6888
273.5666667,310.65,2.5,10,400295.8401,422573.6625,429999.6033,238121.2296,162174.6104,29703.76322,5.459732803,325025.9542,950128.6888
273.5666667,310.65,5,0,401730.2862,422176.7026,428992.1747,252692.4141,149037.8721,27261.88851,5.466894637,354752.0672,950128.6888
273.5666667,310.65,5,2.5,401730.2862,422176.7026,428992.1747,249006.6519,152723.6344,27261.88851,5.602092984,354752.0672,950128.6888
273.5666667,310.65,5,5,401730.2862,422176.7026,428992.1747,245350.4409,156379.8453,27261.88851,5.73620735,354752.0672,950128.6888
273.5666667,310.65,5,7.5,401730.2862,422176.7026,428992.1747,241722.3923,160007.8939,27261.88851,5.86928869,354752.0672,950128.6888
273.5666667,311.0666667,0,0,398846.4176,423232.0894,431360.6466,253309.6853,145536.7323,32514.22905,4.476093591,297249.2321,960972.7451
273.5666667,311.0666667,0,2.5,398846.4176,423232.0894,431360.6466,249618.8541,149227.5635,32514.22905,4.589607931,297249.2321,960972.7451
273.5666667,311.0666667,0,5,398846.4176,423232.0894,431360.6466,245957.8177,152888.5999,32514.22905,4.702205908,297249.2321,960972.7451
273.5666667,311.0666667,0,7.5,398846.4176,423232.0894,431360.6466,242325.1668,156521.2508,32514.22905,4.813930865,297249.2321,960972.7451
273.5666667,311.0666667,0,10,398846.4176,423232.0894,431360.6466,238719.6074,160126.8102,32514.22905,4.924822604,297249.2321,960972.7451
273.5666667,311.0666667,2.5,0,400295.8401,422810.9667,430316.0089,253309.6853,146986.1547,30020.16884,4.896246771,325025.9542,960972.7451
273.5666667,311.0666667,2.5,2.5,400295.8401,422810.9667,430316.0089,249618.8541,150676.986,30020.16884,5.019191824,325025.9542,960972.7451
273.5666667,311.0666667,2.5,5,400295.8401,422810.9667,430316.0089,245957.8177,154338.0224,30020.16884,5.141144383,325025.9542,960972.7451
273.5666667,311.0666667,2.5,7.5,400295.8401,422810.9667,430316.0089,242325.1668,157970.6732,30020.16884,5.262151392,325025.9542,960972.7451
273.5666667,311.0666667,2.5,10,400295.8401,422810.9667,430316.0089,238719.6074,161576.2327,30020.16884,5.382255961,325025.9542,960972.7451
273.5666667,311.0666667,5,0,401730.2862,422413.436,429307.8193,253309.6853,148420.6009,27577.53308,5.381939002,354752.0672,960972.7451
273.5666667,311.0666667,5,2.5,401730.2862,422413.436,429307.8193,249618.8541,152111.4321,27577.53308,5.515773716,354752.0672,960972.7451
273.5666667,311.0666667,5,5,401730.2862,422413.436,429307.8193,245957.8177,155772.4685,27577.53308,5.648528028,354752.0672,960972.7451
273.5666667,311.0666667,5,7.5,401730.2862,422413.436,429307.8193,242325.1668,159405.1194,27577.53308,5.780253038,354752.0672,960972.7451
273.5666667,311.0666667,5,10,401730.2862,422413.436,429307.8193,238719.6074,163010.6788,27577.53308,5.910995676,354752.0672,960972.7451
273.5666667,311.0666667,7.5,0,403148.8345,422037.5253,428333.7556,253309.6853,149839.1491,25184.92116,5.949558,386515.9908,960972.7451
273.5666667,311.4833333,0,0,398846.4176,423469.2818,431676.9031,253927.8267,144918.5909,32830.48555,4.41414705,297249.2321,971909.4416
273.5666667,311.4833333,0,2.5,398846.4176,423469.2818,431676.9031,250231.8837,148614.5339,32830.48555,4.526723606,297249.2321,971909.4416
273.5666667,311.4833333,0,5,398846.4176,423469.2818,431676.9031,246565.9826,152280.435,32830.48555,4.638385099,297249.2321,971909.4416
273.5666667,311.4833333,0,7.5,398846.4176,423469.2818,431676.9031,242928.6937,155917.7239,32830.48555,4.749175083,297249.2321,971909.4416
273.5666667,311.4833333,0,10,398846.4176,423469.2818,431676.9031,239318.7044,159527.7132,32830.48555,4.859133532,297249.2321,971909.4416
273.5666667,311.4833333,2.5,0,400295.8401,423047.5558,430631.461,253927.8267,146368.0134,30335.62097,4.824955243,325025.9542,971909.4416
273.5666667,311.4833333,2.5,2.5,400295.8401,423047.5558,430631.461,250231.8837,150063.9564,30335.62097,4.946790329,325025.9542,971909.4416
273.5666667,311.4833333,2.5,5,400295.8401,423047.5558,430631.461,246565.9826,153729.8574,30335.62097,5.067635095,325025.9542,971909.4416
273.5666667,311.4833333,2.5,7.5,400295.8401,423047.5558,430631.461,242928.6937,157367.1464,30335.62097,5.187536678,325025.9542,971909.4416
273.5666667,311.4833333,2.5,10,400295.8401,423047.5558,430631.461,239318.7044,160977.1357,30335.62097,5.306538338,325025.9542,971909.4416
273.5666667,311.4833333,5,0,401730.2862,422649.4544,429622.5105,253927.8267,147802.4596,27892.22426,5.299056045,354752.0672,971909.4416
273.5666667,311.4833333,5,2.5,401730.2862,422649.4544,429622.5105,250231.8837,151498.4025,27892.22426,5.431564049,354752.0672,971909.4416
273.5666667,311.4833333,5,5,401730.2862,422649.4544,429622.5105,246565.9826,155164.3036,27892.22426,5.562994982,354752.0672,971909.4416
273.5666667,311.4833333,5,7.5,401730.2862,422649.4544,429622.5105,242928.6937,158801.5925,27892.22426,5.693400106,354752.0672,971909.4416
273.5666667,311.4833333,5,10,401730.2862,422649.4544,429622.5105,239318.7044,162411.5818,27892.22426,5.822826473,354752.0672,971909.4416
